asn,org_name
48538,GEOCOM LLC
48539,Bifrost Systems OU
48540,"METTLER-TOLEDO INTERNATIONAL INC., Wilmington, Delaware, Greifensee Branch"
48541,MTS PJSC
48542,START TELECOM Mahdud Masuliyyatli Camiyyati
48543,DATAGROUP BIT Hamburg GmbH
48544,Tecnotel Servizi Tecnologici srl
48545,ING-DiBa AG
48546,SIA LETA
48547,Mac Tower Ltd
48549,Bringo Group Ltd
48550,SnapServ Ltd
48551,Sindad Network Technology Ltd.
48552,OJSC The Russian Armed Forces Broadcasting Company ZVEZDA
48553,Marketaxess Europe Ltd
48554,3W Infra B.V.
48555,Iranian Information Technology PJSC
48556,ROMANIAN SOFTWARE SRL
48557,PE Aristambayeva Taisiia Anatolyevna
48558,M-Line Ltd.
48559,Infomex Sp. z o.o.
48560,"TOV ""Torgovyi Dim Vikter Plus"""
48561,NP Automir CJSC.
48562,EQUINIX (SERVICES) LIMITED
48563,AVA TELECOM INTERNATIONAL SRL
48564,Dstny A/S
48565,Poczta Polska Spolka Akcyjna
48566,OJSC Far Eastern Bank
48567,MEDIKA D.D.
48568,Haskoli Islands
48569,NIXUS NETWORKS S.L.
48570,Auriga Kore Limited
48571,efectRO SRL
48572,Flughafen Koeln/Bonn GmbH
48573,PHAETON PLUS d.o.o
48574,T-Mobile Czech Republic a.s.
48575,Swiss IT Security AG
48576,Dr. Risch AG
48577,PSA S.r.l.
48578,Nokian Tyres LTD
48579,ELASTX AB
48580,JKP INFORMATIKA NOVI SAD
48582,ngena GmbH
48583,CJSC EN Telecom
48584,Sarnica-Net LTD
48585,Clevernet GmbH
48586,LLC Zero Kilometer
48587,PE Zharkov Mukola Mukolayovuch
48588,DWebs Ltd
48589,"""LIPTEL"" LLC"
48590,Litasco SA
48592,Shabakeh Gostar Dorna Cooperative Co.
48593,IT EXPERTS S.R.L
48594,WISTEE
48595,IE Parhomenko Aleksey Aleksandrovich
48596,InterNetworX Management GmbH
48597,Ali Abedi
48598,Norigin Media AS
48601,Mobtaker Tejarat Novin Vira Ltd
48602,Connect plus s.r.o.
48603,Arjen Zonneveld
48604,N-Region LLC
48605,27Fibre Ltd
48606,SYSTEM36 LLC
48607,SP Mikhael Petrovich Boykov
48608,Mellat Insurance Public Joint Stock Company
48609,"KPMG SLOVENIJA, podjetje za revidiranje, d.o.o"
48610,Bykov Roman Andreevich
48611,Cablestreet Ltd
48612,MTS PJSC
48613,CTRE INFORMATIQUE RECOUVREMENT SUD OUEST
48614,ITSOFT LLC
48615,PJSC MegaFon
48616,Datasoft S.R.L.
48617,BANCA NETWORK INVESTIMENTI SPA
48618,Oulun DataCenter Oy
48619,Service Online LLC
48620,Beaming Ltd
48621,AGRAM BANKA d.d.
48622,AITNET Ltd.
48623,CYPRUS Development Bank Limited
48624,Free Technologies Excom S.L.
48625,Comfortel Ltd.
48626,Mediasat s.c.
48627,X LLC
48628,CoreISP Group Limited
48629,ICLIK SARL
48630,Thomas Eriksen
48631,Odine Solutions FZ-LLC
48632,BTS HOLDINGS PLC
48633,KAN Sp. z o.o.
48634,R.T.I. SPA
48635,CLDIN B.V.
48636,Keratronik Safety Sp. z o.o.
48637,"JSC ""UKRPOSHTA"""
48638,Cronos NV
48640,MAZ Mutua Colaboradora con la Seguridad Social N. 11
48641,Syntegra Telecom LLC
48642,"Joint stock company ""For"""
48644,''IT FRUIT'' S.R.L.
48645,Solvinity B.V.
48646,SDRmedia Verwaltungs GmbH
48647,Solvay SA
48648,K-Link LLC
48649,"National depository of Ukraine, PLC"
48650,Anton Tytiuk
48651,Ural Cable Networks Ltd.
48652,Tnex Inc.
48653,"Slovenske zeleznice, d.o.o."
48654,RTK-centr ltd.
48655,Xaco Ltd
48656,"OJSC Joint-Stock Commercial Bank ""IndustrialBank"""
48657,Premium System AB
48658,Bastien ROUSSEL trading as Technyvue
48659,WIDE-NET II Sp. z o.o.
48660,TALIDO Bilisim Teknolojileri Sanayi ve Ticaret Anonim Sirketi
48661,"AIRWAYNET, a.s."
48662,BitMotion GmbH
48663,Portfast Ltd
48664,"Cooperative Society ""Miski Informatsiini Systemy"""
48665,Bukovinian State Medical University
48666,Centre for Strategic Planning of FMBA of Russia
48667,AKVILON Ltd.
48669,ADMIN-DEP SYSTEMS SRL-D
48670,UNIS Ltd.
48671,FIRE CREDIT SRL
48672,OKCI BANK JSC
48673,Department of Information-Communication Technologies and Information Security of Kursk Region
48674,UAProstir Ltd.
48675,Diananet LLC
48676,"LLC ""Svyazenergo"""
48677,Rajman Information Structures PJSC
48678,PENTECH BILISIM TEKNOLOJILERI SANAYI VE TICARET LIMITED SIRKETi
48679,Consultant Ltd.
48680,Netpower IT Solutions AS
48681,Genossenschaft Migros Aare
48682,IP Space Limited
48683,Bilink LLC
48684,Viking Host B.V.
48685,Opin Kerfi hf
48686,oRe Networks Limited
48687,Aleksandr Bobrichenko
48688,Thales UK Ltd
48689,"Webglobe, a.s."
48690,General Logistics Systems Poland Sp. z o.o.
48691,"Specialist, Ltd"
48692,Likhno Dmitriy trading as Luganet
48693,Rices Privately owned enterprise
48694,IT Futura Sp. z o.o.
48695,Etihad Atheeb Telecom Company
48696,FOP Oleh Igorovich Lumer
48697,Amadeus Soluciones Tecnologicas S.A.
48698,Net IP Ltd.
48699,Data Pool LLC
48700,2adventure Studios Ltd
48701,Cairo Amman Bank PLC
48702,ENGIE SA
48703,CAISSE NATIONALE DE L'ASSURANCE MALADIE
48704,Freshwave Services Limited
48705,"AEGON TOWARZYSTWO UBEZPIECZEN NA ZYCIE SA, Sucursala FLORESTI"
48706,KERRIDGE COMMERCIAL SYSTEMS (KSH) LIMITED
48707,AS48707 OPS PL sp. z o.o.
48708,Omax Network d.o.o.
48709,World of connections Ltd.
48710,Mediterraneum XX. S.L.
48712,"""Info-Net"" Uslugi Teleinformatyczne S.C."
48713,PJSC Moscow city telephone network
48714,E4C Group B.V
48715,Sefroyek Pardaz Engineering PJSC
48716,PS Internet Company LLP
48718,Crunchbits LLC
48719,Intelsvyaz Ltd.
48720,VIP-TELECOM-SERVICE Ltd.
48721,Flyservers S.A.
48722,Kozlova Larisa Petrovna
48723,LLC RT-INFORM
48724,Business Partnership LLC
48725,Agrosvyaz-M Ltd
48726,EET Group A/S
48727,Maria Anielska-Adamek trading as PHU ADAMEK
48728,Vodafone Qatar P.Q.S.C
48729,HOSTKEY B.V.
48730,Skillvps LLC
48731,"Federal State Budgetary Educational Institution of Higher Education ""Voronezh State Agrarian University named after Emperor Peter I"""
48732,Martial Duboc
48733,JSC. OKBM Afrikantov
48734,Echosyn Europe B.V.
48735,DELTA DIGITAL Friesenbichler & Co GmbH
48736,TRIDENT SERVICII SI MENTENANTA SA
48737,Dorabase Veri Merkezi Hizmetleri A.S.
48738,Teleset ltd.
48739,SPUTNIK LLC
48740,Online Money Transfer S.A.L.
48741,"Dataphoton, Inc"
48742,EURO.NET.PL Sp. z o.o.
48743,SYNKR Holdings B.V.
48744,Cdiscount SA
48745,ICOM Ltd.
48746,Air Traffic Services Authority
48747,Lukovitnet Ltd.
48748,Modern Telecommunications Network LTD.
48749,Internet Resources Management SRL
48750,Mediaposte SAS
48751,United Nations Logistics Base
48752,Volodymyr Chystiakov
48753,AVA HOST SRL
48754,SOBIS SOLUTIONS SRL
48755,ILJOJA Oy
48756,"TURK TELECOM INTERNATIONAL UA, LLC"
48757,TrustInfo LLC
48758,Fibrenet Ltd
48759,OOO NPP POLYPROM
48760,Cyber_Folks S.A.
48761,Maxinames Ltd
48762,Iran Aseman Airlines PJSC
48763,"LLC ""SMART CENTER"""
48764,Comdate AB
48766,Tecan Trading AG
48767,Blycka AB
48768,GTECH SWEDEN INTERACTIVE AB
48769,Jacobacci & Partners SpA
48770,Assist Ltd.
48771,Orange S.A. Ltd
48772,GLOBUS MARINE INTERNATIONAL d.o.o.
48773,Satiari Ertebat Engineering Company Ltd
48774,Gen energija d.o.o.
48775,Nashnet Rivne LLC
48776,Ricola AG
48777,DARC e.V.
48778,IHK Gesellschaft fuer Informationsverarbeitung mbH
48779,Bizim Bulut Bilgi ve Iletisim Hizmetleri San. ve Tic. Ltd. Sti.
48780,OLTELECOM JSC
48781,AVK-computer ltd
48782,European Border and Coast Guard Agency
48783,Porta One-Chernihiv Ltd
48784,ADNOV SAS
48785,Erdenreich Datentechnik GmbH
48786,BIOFARM SA
48788,"""MTS Digital"" LLC"
48789,RFC Internet Sp. z o.o.
48790,INVICOM Sp. z o.o.
48791,11Cloud Limited
48793,DE-CIX Management GmbH
48794,ADRIATIC OSIGURANJE d.d.
48795,IP6.cloud LTD
48796,MTS PJSC
48797,Odasiljaci i veze d.o.o.
48798,"SIA ""BITE Latvija"""
48799,Ville et Eurometropole de Strasbourg
48800,ONETSOLUTIONS SAS
48801,Arab Petroleum Investments Corporation (APICORP) JSC
48802,"OOO ""Povolzhskiy Processingoviy Center"""
48803,Mediateknik i Varberg AB
48804,GMO GlobalSign Ltd
48805,Blue Water Shipping A/S
48806,Stackster LLC
48807,IXcellerate LLC
48808,"""BULBOACA & ASOCIATII""-S.P.A.R.L"
48809,HOSTEUR SAS
48810,Internet Resources Management SRL
48811,Atilim Universitesi
48812,Office IT B.V.
48813,Enix SAS
48814,Netbone Telekomunikasyon A.S.
48815,Critical Case s.r.l
48816,"""Rosinter-Restaurants"" Ltd."
48817,PRIZZ TELECOM SAS
48818,NETSER INC
48819,Tixeo SAS
48820,Ali Niknam
48821,Mauve Mailorder Software Verwaltung GmbH
48822,Universum bit Ltd.
48823,Hosting.de GmbH
48824,Christian Kaufmann
48825,Fast4networks Ltd
48826,Sberbank of Russia PJSC
48827,"JSC ""Uraltransbank"""
48829,SYKES Kozep Europa Kft.
48830,TransEuroCom LLC
48831,Axel Soft IT Group SRL
48832,Jordanian mobile phone services Ltd
48833,Apoteket AB
48835,GHOSTnet GmbH
48836,Ana Hotels SA
48837,SC ALFA WEB SRL
48838,Rooyekhat Media Company Ltd
48840,Perfect Presentation for commercial services
48842,FRIEND IT Ltd
48843,MUNICIPIUL BUCURESTI
48845,Trans Digital LLC
48846,"Inetum Espana, S.A."
48847,WAVES S.A.L
48848,"Telekom Servis T, Ltd"
48849,Sika Informationssysteme AG
48850,Stowarzyszenie e-Poludnie
48851,Radware Ltd
48852,Bunt Studio SRL
48853,JSC PO Sevmash
48854,team.blue Denmark A/S
48856,Silhouette International Schmied AG
48857,Baloise Versicherung AG
48858,"JSC ""ER-Telecom Holding"""
48859,NET P.C. MACIEJ CZAPLUK
48860,Harhimtel LTD
48861,Fnet LLC
48862,WAYPOINT SRLS
48863,Ren Roros Aksess AS
48864,Centro Municipal de Informatica de Malaga
48865,Computer Generated Solutions Romania S.R.L.
48866,Netcracker Technology EMEA Limited
48867,"Akciju sabiedriba ""Regionala Investiciju Banka"""
48868,"SOCIEDAD DE EXPLOTACION DE REDES ELECTRONICAS Y SERVICIOS, SA"
48869,Alfa Accountants en Adviseurs B.V.
48870,Telenet SIA
48871,Dustin Sverige AB
48872,StarNet Solutii SRL
48873,"LLC ""Proxicom"""
48874,HOSTMAZE INC SRL-D
48875,Goldman Sachs International
48876,Alexei Tingaev
48877,Yunicom Ltd
48878,GREATHOST WEB SRL
48879,GEEKNODE Association
48880,Webcraft Found LLC
48881,DATA NODE SRL
48882,LLC Optima-East
48883,fibranode Limited
48884,"Linea Directa Aseguradora, S.A."
48885,Neocarrier Communications Sarl
48886,Communications Security Net B.V.
48887,CJSC INDIGO TAJIKISTAN
48888,GRASS VALLEY BROADCAST SOLUTIONS Ltd
48889,GLOBECORP a.s.
48890,SOLVO ltd
48891,"JSC ""ALEF-BANK"""
48892,Physical person-businessman Bolotny Volodymyr Oleksiyovich
48893,ESO TV Kft.
48894,Optimus IT d.o.o.
48895,Alternatifbank A.S.
48896,dhosting.pl Sp. z o.o.
48897,OOO KB Avia
48898,Medical Science University Of Kashan
48900,Info Data Center Ltd.
48901,DSNET Ltd
48903,Rasaneh Mehr Vatan Co. PJS
48904,Vaggeryds Energi AB
48906,ERGO Versicherung Aktiengesellschaft
48907,Norttel s.r.o.
48908,Steinar H. Gunderson
48909,CityLine LLC
48910,PACKETFABRIC (UK) LTD
48911,SVR LTD
48912,Online City LLC
48913,MINT
48914,Zeppelin Rusland Ltd
48915,PP Vitaliy Zayets
48916,JSC Kraftway Corporation PLC
48917,Optinet Ltd
48918,Zayo Europe
48919,UACITY Ltd.
48920,Association TOILE-LIBRE
48921,Yoursafe Holding B.V.
48922,Domodedovo_IT_Services LLC
48923,Lecos Online Ltd.
48924,Global Software Investment OU
48925,VIBEGAMES B.V.
48926,Pe3ny Net s.r.o.
48927,ESEVEN DevOps GmbH
48928,U.M. 0296 BUCURESTI
48929,Real Network and Tel SRL
48930,Betty Ice SRL
48932,Saudi Arabian Airlines
48933,Net Ltd
48934,D-LAKE SAS
48935,Mark Ham
48936,Altagen JSC
48937,Saudi National Bank JSC
48938,Guard-Inform Ltd.
48939,Bitriver-K LLC
48940,Link Ltd.
48942,Daniel Eriksson Teknik AB
48943,KAPPER NETWORK-COMMUNICATIONS GmbH
48944,khalij fars Ettela Resan Company J.S.
48945,OPEN FIBRE NETWORKS (WHOLESALE) LIMITED
48946,JSC Comfortel
48947,Aero.net.PL sp. z o.o.
48948,ENERGY DOT SRL
48949,Media-TV Ltd.
48950,GLOBAL COLOCATION LIMITED
48951,Telekom Deutschland GmbH
48952,LUXUNIT GROUP S.L.
48953,Broadmax Iletisim Ltd
48954,AIMES Management Services Ltd
48955,Internet Resources Management SRL
48956,HyperNET sp. z o.o.
48957,"Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd"
48958,Grupo Baladig SL
48959,MB Grupp LLC
48960,"AQUA,a.s."
48961,Glide Student & Residential Limited
48962,TeamDev Ltd.
48963,Bank Nowy S.A.
48964,"Private Enterprise ""Enterra"""
48965,JC LLC Sarkor-Telecom
48966,Wataniya Palestine Mobile Telecommunication Company PLC
48967,Cboe Europe Limited
48968,dnx network sarl
48969,Parus-Telecom Ltd.
48970,Natus Manufacturing Limited
48971,DATAWIRE AG
48972,BetterBe B.V.
48973,SysGroup plc
48974,SC ITNS.NET SRL
48975,Rus-Telecom Ltd.
48976,Nearoute Limited
48977,Descartes Systems (Belgium) NV
48978,Orbitel LLC
48979,DAVLAT AXBOROT TIZIMLARINI YARATISH VA QO`LLAB QUVATLASH BO`YICHA YAGONA INTEGRATOR-UZINFOCOM LLC
48980,Pure Line Co. For Telecommunications & Internet Ltd.
48981,Pawel Zamaro trading as Netadmin Support
48983,Artmotion AG
48984,Amt der Steiermaerkischen Landesregierung
48986,DiState Ltd.
48987,Jiaxun Yang
48988,HAICOM LIMITED
48989,Docker LTD
48990,"AVATEL TELECOM, SA"
48991,Nikitin Maxim Sergeevich
48992,Archidiecezja Lubelska
48993,Department 7 Limited
48994,Globalwire AB
48995,IE Gilaskhanov Said Visirpashaevich
48996,CENTRE HOSPITALIER PRINCESSE GRACE
48997,Stichting Zorgring Noord Holland Noord
48999,SC AVIDAL NET SRL
49000,"AVATEL TELECOM, SA"
49001,Leon Sp. z o.o.
49002,"JSC ""Russian Post"""
49003,PJSC Perm Powersale Company
49004,Asympto Networks Kft.
49006,SC ITNS.NET SRL
49007,Agnieszka Magda Marczak-Ipatow trading as NET4ME
49008,Elstir S.L.
49009,Freifunk Rheinland e.V.
49010,Herning Kommune
49011,MACS THD
49012,Lenta Ltd
49013,"Fusion Media, s.r.o."
49014,Wirtschaftskammer Oesterreich
49015,SAVSKE-ELEKTRARNE-LJUBLJANA-DOO
49016,JSC Georgian State Electrosystem
49017,GAIJIN NETWORK LTD
49018,Konstantin Tourov trading as Ixus Trade
49019,"Olli Trans, Ltd."
49020,Elie Achkar trading as FiberSkynet
49021,SOCIETATEA NATIONALA DE TRANSPORT GAZE NATURALE TRANSGAZ SA
49022,Patron Technology Persia Ltd
49023,INOVO SOLUTIONS SRL
49024,TechniData TCC Products GmbH
49025,PRO-ZETA a.s.
49026,Wirehive Limited
49027,Turkiye Sinai Kalkinma Bankasi Anonim Sirketi
49028,D-LAKE SAS
49029,IZMAD BILISIM INTERNET HIZ. BILGI TEKN. ITH. IHR. SAN. TIC. LTD. STI.
49030,APPLIED TECHNOLOGIES INTERNET SAS
49031,LLC Telemir
49032,IPX - FZCO
49033,Critical Core BV
49034,Laudert GmbH + Co. KG
49035,Mikrolan Sp. z o.o.
49036,"SIA ""Euro Live Technologies"""
49037,Prostie Reshenia LLC
49038,FOP Pedchenko Maxim Yrievich
49040,K and D UNISAT -TV LLC
49041,Globalkom 2 Ltd
49042,Phanes Networks B.V.
49043,Novartis AG
49044,"DIGI SLOVAKIA, s.r.o."
49045,Arjen Halma trading as Halma Automatisering
49046,VRT NV van Publiek Recht
49047,Pentacomp Systemy Informatyczne S.A.
49048,"JSC ""ER-Telecom Holding"""
49049,Bath North East Somerset Council
49050,"Limited Liability Company Microcredit Company ""Jet Money"""
49051,GreenHost ApS
49052,DATA ZYX SRL
49053,LLC Wildberries
49054,TELEFONICA INNOVACION DIGITAL SL
49055,New information technologies Ltd
49056,Inel Internacional Dooel Kavadarci
49058,DK Svyaz OOO
49059,Salomaa Yhtiot Oy
49060,Elena Shlapak
49061,WHG (International) Limited
49062,DOMO MEDIA SRL
49063,Dataline Ltd
49064,PS TelecomService Ltd.
49065,Sectra Imaging IT Solutions AB
49066,PHAETON PLUS d.o.o
49067,10LINE TELEKOMUNIKASYON INTERNET VE ILETISIM HIZ A.S.
49068,STORMSHIELD SAS
49069,AspireGlobal Marketing Solutions Ltd
49070,Telecompany Viza-2 Ltd.
49071,Schweizerische Radio- und Fernsehgesellschaft
49072,Novatech EOOD
49073,Moviement srl
49074,SC TECHNOLOGICAL SRL
49075,"""Radio-electronic Systems Institute "" LTD"
49076,EXAWARE ROUTING LTD
49077,UM 02499 BUCURESTI
49078,SC UBISOFT SRL
49079,Conapto AB
49081,GLOBALFOUNDRIES Dresden Module Two LLC & Co.KG
49082,ZONES AS
49083,MEMONET SAS
49086,12systems GmbH
49087,"JSC ""Podilskiy Tcement"""
49088,TELMEKOM SRL
49089,Otbasy Bank JSC
49090,Budapest Stock Exchange Ltd.
49091,Telecom-garant Limited
49092,Bayerische Boerse Aktiengesellschaft
49093,KGKU ITC Primorskogo kraya
49094,Omer GOLGELI
49095,PRAHA12.com s.r.o.
49097,Manage Now GmbH
49098,Studiya NOVA LLC
49099,Tadbir Pardaz IT Group LTD
49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
49101,KABELOVA TELEVIZE CZ s.r.o.
49102,Connected sp. z o. o.
49103,Asr-e Enteghal-e Dadeha Company (Private J.S.)
49104,Boursa Kuwait Stock Exchange
49105,MAOBUNI LTD
49106,Opticom Group AO
49107,"""Telko"" CJSC"
49108,Mir-Bet LLP
49110,FUTURE TECHNOLOGY COMPANY FOR TECHNOLOGY AND INFORMATICS SERVICES LTD.
49111,iNet Ltd
49112,Societe Francaise Du Radiotelephone - SFR SA
49113,Petignat Jean-Charles trading as Cablotel Telereseaux
49114,APPLIC8 SA
49115,E-MAX INTERNET & IT s.r.o.
49117,DTnet Detva s.r.o.
49118,GYD IBERICA SA
49119,TELENIA S.R.L.
49120,Gorset Ltd.
49121,"Infinity Telecom, s.r.o."
49122,Internet BlueNET doo Cacak
49123,S.C. Retele de Comunicatii Avansate S.R.L.
49124,CentroSet Ltd.
49125,Uteam LTD
49126,IHS Kurumsal Teknoloji Hizmetleri A.S
49127,Asimo Networks B.V.
49128,Joint Stock Company TransTeleCom
49129,LTD CGC Co
49130,SysEleven GmbH
49131,PE Voloschenko Olexandr Volodumirovich
49132,Aaron Russell
49133,Stefan Fransen trading as Xeniox
49134,10VPN Research Network LTD
49135,Wirtschaftskammer Oberoesterreich
49136,Telecommunication networks Ltd
49137,ADSN Association declaree
49138,ServedBy the Net LLC
49139,PE Prujmak Olexandr Olegovich
49140,Hals-Development LLC
49141,Intrum Sp. z o.o.
49142,HBO Europe s.r.o.
49144,"PJSC ""Vimpelcom"""
49145,Sigma Software LLC
49146,DosTLink Ltd
49147,ET ASNET - Altan Halim
49148,Atieh Dadeh Pardaz PJSC
49149,PGE Energia Ciepla S.A.
49150,S.C. Ind Web S.R.L.
49151,Tomasz Gruca
49152,KARDOL SAS
49153,Nauchnye Razvlechenia Ltd.
49154,MTS PJSC
49155,IK-Servis Ltd.
49156,Izhline Ltd.
49157,Star Network and Promotion LTD
49158,WIFINITY NETWORKS LIMITED
49160,ASTEIS-TELECOM Ltd.
49161,Zapp Systems GmbH
49162,NetEasy LLC
49163,Kabel-TV Amstetten GMBH
49164,Aramis Invest SRL
49165,"JSC ""Severen-Telecom"""
49166,Dawico Deutschland GmbH
49167,COMUTEL d.o.o.
49168,PE Brok-X
49169,SC ETA2U SRL
49170,MTS PJSC
49171,Hypermedia SRL
49172,AB Svenska Spel
49173,"Telecable Almonte, S.L."
49174,Teen Telecom SRL
49175,Gedik Yatirim Menkul Degerler A.S.
49176,Elemental.tv OOD
49177,AXA SIGORTA A.S.
49178,Nadunet Telecom S.L
49179,Tendence LLC
49181,Limited Liability Company DZHISIIKS
49182,British Telecommunications PLC
49183,"""Galichina Telekommunication"" LTD"
49184,MediaService Ltd.
49185,Biznes Swiatlowodem Sp. z o.o.
49186,"Federal State Institution Research and Development Institute ""Voskhod"", FGAU"
49187,YOUTHIDC LLC
49188,Three A Hub EOOD
49189,Joonas Ahonen
49190,Leon Sp. z o.o.
49191,Global Software Investment OU
49192,Openfactory Services UG (haftungsbeschraenkt)
49193,Unifon AS
49194,EVODA TELECOM SRL
49196,INSYS Video Technologies Co. Sp. z o.o.
49197,Medicover Sp. z o.o.
49198,MAKSNET d.o.o. Beograd
49199,"Autonomous Nonprofit Organisation ""Russian Scientific-Research Institute for Public Networks"""
49200,Sperasoft Poland Sp. z o.o.
49201,John Macleod trading as Howick Digital
49203,Internet Resources Management SRL
49204,"TOV ""ITT"""
49205,Kuwait Petroleum Corporation
49206,PeakFactory BV
49207,Sangan Khorasan Steel Mineral Industry Company (JSC)
49209,China Telecom Europe Ltd.
49210,"LLC ""IT Telecom"""
49211,"Joint Stock Company ""Sitronics KT"""
49212,"REALE SEGUROS GENERALES, S.A"
49213,"PJSC ""Pivdennyj Ghirnycho-Zbaghachuvaljnyj Kombinat"""
49214,MIDT ENERGI AS
49215,Burgo Group S.p.A
49216,Voxeo Europe Limited
49217,HOSTYPE LLC
49218,Nizhnetagilskie Kompyuternye Seti LLC
49219,AVUR AS
49220,AirIT Services GmbH
49221,Atlantek Computers Teoranta Ltd
49222,Telenor Connexion AB
49223,EVEREST TV AND RADIO COMPANY LLC
49224,Public Corporation Ukrplastic
49225,Chaos Computer Club Berlin e.V.
49226,Iris Visia Ltd.
49227,Ukrainian Internet Names Center LTD
49228,Hormozgan University Of Medical Sciences
49229,ANS Group Limited
49230,ARUM TECHNOLOGIES
49231,Chernogolovskaya Telefonnaya Kompaniya Ltd.
49232,Rackfish AB
49233,Pasat Link Ltd.
49234,Bundesministerium des Innern und fuer Heimat
49235,TomGate LLC
49236,4 Synergy GmbH
49237,DreamLab Technologies Ltd.
49238,Doctor Web LLC
49239,Zsolt Murzsa
49240,Alinma Bank JSC
49241,PJSC Sovkombank
49242,Internet Union Spolka Akcyjna
49243,"The state institution ""The Main Economic Office"" of the Administrative Affairs Office of the President of the Republic of Belarus"
49244,Scancom s.r.o.
49245,Cinzia Tocci trading as C1V
49246,JSC TRADING HOUSE GUM
49247,East Sussex Fire Authority
49248,Ministry of Higher Education and Scientific Research
49249,Akamai International B.V.
49250,onecentral B.V.
49251,Ulricehamns Energi AB
49252,SC Prolink System SRL
49253,Bringo Ltd
49254,Alternet Ltd
49255,TeleGlobal Ltd.
49256,INDUSTRIA MUNDUM S.R.L.
49257,American Express Company (Saudi Arabia) PJS
49258,Domena.pl sp. z o.o.
49259,RoDelta Business Solutions SRL
49260,EDGOO NETWORKS
49261,Lekstar Communication Ltd.
49262,"Ataccama Software, s.r.o."
49263,Safe Hosts Internet LLP
49264,CORAL TRAVEL POLAND Sp. z o.o.
49265,Cooperativa Sociale Galileo A.r.l.
49266,FLASHNET SA
49267,Baikal Teleport CJSC
49268,Hermes Telecom BVBA
49269,P4 Sp. z o.o.
49270,SYNAPTIC SYSTEMS SRL
49271,Qloud AS
49272,Trafikverket
49273,COSCOM Liability Limited Company
49274,Takeda GmbH
49275,Samsung SDS Europe Ltd. German Branch Zweigniederlassung Deutschland
49276,Zemlyaniy Dmitro Leonidovich
49277,Open Makers Michal Zuchowski
49278,IKT-KAPASITETER
49279,BEFL Ltd.
49280,Ruslan Saifullin
49281,M100 LLC
49282,Ficolo Oy
49283,Setera Oy
49284,Milano Teleport SRL
49285,ITAF BVBA
49286,Lobulous Corp.
49287,Melbikomas UAB
49288,"Public Joint-Stock Company ""Bank Otkritie Financial Corporation"""
49289,Omegacom S.R.L.S.
49290,ALICJA MANIERA trading as MANIERA SERVICE
49291,JSC RTComm.RU
49292,Leissner Data AB
49293,Digital Tehnology Ltd
49294,LEONI AG
49295,S.C. Asigurarea Romaneasca - ASIROM Viena Insurance Group S.A.
49296,ITS AG
49297,Cloud 9 Ltd.
49298,SC Soft-Tech SRL
49300,I.B.S. Elektronics Izabela Stefanko
49301,Joint Stock Company TransTeleCom
49302,ACTIV NET SRL
49303,Niscayah Group AB
49304,SAKURA LINK LIMITED
49305,Alsycon B.V.
49306,ONGOZA Ltd.
49307,Kansloos B.V.
49308,Hyp Payment Solutions Ltd
49309,Aeven A/S
49310,Niscayah AS
49311,Regional TeleSystems Ltd.
49312,Message Solution GmbH
49313,Seva-Host Ltd
49314,D-LAKE SAS
49315,Centrsvyaz CJSC
49316,NCRYPTD NET LTD
49317,Abdul Kadir Al-Muhaidib & Sons Company CJS
49318,TELEFONICA TECH UK MANAGED SERVICES LTD
49319,Zinchenko Vasiliy Anatolevich
49320,Golitsyno Telecom Ltd
49321,ITgration GmbH
49322,ViM Internetdienstleistungen GmbH
49323,Ubilink LLC
49324,Nottingham City Council
49325,Kvartal Plus Ltd
49326,AO PACTOUR Agency
49327,"TOV ""Telza"""
49328,Privianet SARL
49329,Nasdaq Technology AB
49330,ET Nikolay Petrov - Niko
49332,Lanet Network Ltd
49333,Roularta Media Group SA
49334,SH ONLINE ILETISIM ANONIM SIRKETI
49335,Josef Nopp GmbH
49336,Zlato Telecom-Smolensk Ltd
49337,NPE Blinkov Oleksiy Volodymyrovych
49338,ALPHA BANK CYPRUS LTD
49339,GOU VPO Yugra State University
49342,"OOO ""MediaSeti"""
49344,TelcoSwitch Limited
49345,StarTelecom LLC
49346,Internet Service Ltd.
49347,"PUBLIC JOINT STOCK COMPANY ""TRANSCAPITALBANK"""
49348,ENGINYRING EUROPE SRL
49349,DOTSI LDA
49350,MTS PJSC
49351,Digital communications standards LLC
49352,"""Domain names registrar REG.RU"", Ltd"
49353,"Valor Information Technologies, S.L."
49354,TANGO NETWORKS UK LTD
49355,ACCIAI SPECIALI TERNI S.P.A.
49356,SamaraEnergo PJSC
49357,Klick Ltd
49358,JSC GUTA-BANK
49359,Dmitry Kozhushko
49360,POSITIVO SRL
49361,Gazprom Transgaz Yugorsk Ltd
49362,DSV A/S
49363,Ucom CJSC
49365,Universitatea Politehnica din Timisoara
49366,Kassenaerztliche Bundesvereinigung
49367,Seflow s.r.l.
49368,DomoLAN Ltd.
49369,Staff Governor and Government of the Orenburg region
49370,Orlen S.A.
49371,Shark Telecom LLC
49372,w1n ltd
49373,Foton Telecom CJSC
49374,Konstantin Verba
49375,No One Internet Ltd
49376,Belka-Telecom Ltd.
49377,"JSC""Yamaltelekom"""
49378,Extreme Infocom Pvt. Ltd
49379,SC Verida Credit IFN SA
